STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,9937.218677,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,9685.810272,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (excluding high income),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,9830.482138,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (IDA & IBRD),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LDC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,1567.338807,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Least developed countries: UN classification,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMY,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,4712.743318,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Low & middle income,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,1313.877664,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Low income,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,3014.670178,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Lower middle income,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,9628.505334,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,6368.436646,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,6390.75079,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MIC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,4974.533806,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Middle income,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2004,40962.55329,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,North America,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUV,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,5122.19828,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Tuvalu,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,2532.219501,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uganda,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UKR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,15541.02734,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Ukraine,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARE,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,66790.68227,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,United Arab Emirates,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,48230.0477,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,United Kingdom,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,64401.50744,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,United States,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,25725.25822,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,8451.725051,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,3117.644253,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,11609.31773,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VIR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2020,41749.08004,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Virgin Islands (U.S.),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1996,2213.952639,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1996,1997.881871,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1996,13824.46871,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Venezuela, RB","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1996,2019.182491,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1996,2268.51947,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1996,2267.700623,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1996,1584.581663,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1996,3372.469714,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,2063.257707,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,2331.208775,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,8829.127748,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,9879.222681,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,8729.839823,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,3924.97226,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,5171.549068,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,2869.303573,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,2903.93134,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,1997,21743.94991,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CUW,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,24821.7963,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Curaçao,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,30415.78906,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Cyprus,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,31013.00829,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Czechia,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,46869.19329,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Denmark,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DJI,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,3762.281961,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Djibouti,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DMA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,11286.2697,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Dominica,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,12413.91002,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Dominican Republic,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,11295.61278,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Ecuador,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,10511.39317,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Egypt, Arab Rep.","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLV,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,7092.588521,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,El Salvador,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNQ,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2013,27909.51759,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Equatorial Guinea,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2009,48625.65692,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Bahrain,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2009,2675.259459,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Bangladesh,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRB,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,2009,20323.6367,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Barbados,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
